sgRNA	gene	Lib_isg_ctrl	Lib_isg_sort
HGLibA_45227	PLAC4	7255	8215
HGLibA_45228	PLAC4	3853	4713
HGLibA_45229	PLAC8	6101	6560
HGLibA_45231	PLAC8	6128	4730
HGLibA_45247	PLAT	5071	4245
HGLibA_45248	PLAT	6439	5338
HGLibA_45249	PLAT	8965	9147
HGLibA_45250	PLAU	2068	3030
HGLibA_45251	PLAU	6316	4698
HGLibA_45252	PLAU	2629	2796
HGLibA_45253	PLAUR	2833	2073
HGLibA_45254	PLAUR	5779	6211
HGLibA_45255	PLAUR	3767	3409
HGLibA_45271	PLCB3	3604	3550
HGLibA_45272	PLCB3	713	555
HGLibA_45346	PLEK2	5889	4283
HGLibA_45347	PLEK2	3132	2199
HGLibA_45348	PLEK2	4210	3876
HGLibA_45358	PLEKHA4	7079	6954
HGLibA_45359	PLEKHA4	2649	2747
HGLibA_45360	PLEKHA4	3834	3927
HGLibA_45383	PLEKHF1	2513	2038
HGLibA_45384	PLEKHF1	718	1131
HGLibA_45409	PLEKHG7	3856	3332
HGLibA_45410	PLEKHG7	2706	2613
HGLibA_45411	PLEKHG7	5063	6235
HGLibA_45412	PLEKHH1	2882	2872
HGLibA_45413	PLEKHH1	5266	6523
HGLibA_45414	PLEKHH1	5676	4599
HGLibA_45434	PLEKHN1	2215	3328
HGLibA_45435	PLEKHN1	5482	5485
HGLibA_45460	PLIN2	5257	4723
HGLibA_45461	PLIN2	3475	2586
HGLibA_45462	PLIN2	3463	4503
HGLibA_45478	PLK2	1384	891
HGLibA_45479	PLK2	1992	768
HGLibA_45480	PLK2	5237	4248
HGLibA_45481	PLK3	5800	5726
HGLibA_45482	PLK3	3385	2482
HGLibA_45483	PLK3	3485	3558
HGLibA_45518	PLSCR1	4766	4908
HGLibA_45519	PLSCR1	2103	3735
HGLibA_45520	PLSCR1	4377	5564
HGLibA_45521	PLSCR2	6679	6137
HGLibA_45522	PLSCR2	3348	3305
HGLibA_45523	PLSCR2	6989	4383
HGLibA_45527	PLSCR4	1920	1758
HGLibA_45579	PMAIP1	3983	2532
HGLibA_45587	PMEPA1	5379	5192
HGLibA_45588	PMEPA1	6582	8602
HGLibA_45589	PMEPA1	6000	5428
HGLibA_45599	PML	5112	5682
HGLibA_45600	PML	5340	6603
HGLibA_45601	PML	5495	8242
HGLibA_45605	PMM2	805	715
HGLibA_45606	PMM2	1990	1926
HGLibA_45607	PMM2	7101	7081
HGLibA_45611	PMP22	3082	2291
HGLibA_45612	PMP22	3934	3799
HGLibA_45613	PMP22	8955	7918
HGLibA_45689	PNP	4103	5159
HGLibA_45690	PNP	3246	3353
HGLibA_45691	PNP	4681	4048
HGLibA_45719	PNPT1	2115	1190
HGLibA_45720	PNPT1	1782	867
HGLibA_45721	PNPT1	1840	1883
HGLibA_45722	PNRC1	5608	5967
HGLibA_45723	PNRC1	6656	6062
HGLibA_45724	PNRC1	3942	2583
HGLibA_45830	POLN	5931	4080
HGLibA_45831	POLN	2639	1466
HGLibA_45832	POLN	3402	2860
HGLibA_45974	POP1	2757	3976
HGLibA_45975	POP1	7682	9528
HGLibA_45976	POP1	7248	8404
HGLibA_46130	PPARG	4690	3733
HGLibA_46131	PPARG	2950	3651
HGLibA_46132	PPARG	141	265
HGLibA_46169	PPFIA4	3258	4302
HGLibA_46170	PPFIA4	7701	8004
HGLibA_46171	PPFIA4	2715	1804
HGLibA_46217	PPIF	1102	1099
HGLibA_46218	PPIF	3583	3125
HGLibA_46219	PPIF	6565	5665
HGLibA_46259	PPM1E	7892	6912
HGLibA_46260	PPM1E	5172	5716
HGLibA_46261	PPM1E	2611	2524
HGLibA_46275	PPM1K	5242	3770
HGLibA_46276	PPM1K	4603	2479
HGLibA_46301	PPP1R10	4184	3694
HGLibA_46302	PPP1R10	966	1222
HGLibA_46303	PPP1R10	1362	1449
HGLibA_46433	PPP2R2A	4186	4577
HGLibA_46434	PPP2R2A	7162	7164
HGLibA_46435	PPP2R2A	5444	3758
HGLibA_46463	PPP2R5C	2658	2889
HGLibA_46464	PPP2R5C	7077	5862
HGLibA_46465	PPP2R5C	2856	2909
HGLibA_46562	PRAME	4688	5939
HGLibA_46563	PRAME	3853	3689
HGLibA_46564	PRAME	3760	2993
HGLibA_46649	PRDM1	4959	5163
HGLibA_46650	PRDM1	6241	4534
HGLibA_46651	PRDM1	2444	4161
HGLibA_46670	PRDM16	7444	6679
HGLibA_46671	PRDM16	7312	5790
HGLibA_46672	PRDM16	4128	3560
HGLibA_46727	PREPL	5823	6276
HGLibA_46729	PREPL	2922	2157
HGLibA_46734	PREX2	5133	4316
HGLibA_46745	PRG4	5369	4531
HGLibA_46746	PRG4	5771	6341
HGLibA_46747	PRG4	4269	6322
HGLibA_46757	PRICKLE1	3637	3803
HGLibA_46758	PRICKLE1	2575	1540
HGLibA_46759	PRICKLE1	3352	4266
HGLibA_46802	PRKAG2	4143	3459
HGLibA_46803	PRKAG2	5390	5295
HGLibA_46804	PRKAG2	3825	4012
HGLibA_46805	PRKAG3	1549	753
HGLibA_46806	PRKAG3	3189	3461
HGLibA_46807	PRKAG3	4535	5250
HGLibA_46857	PRKD2	3077	2937
HGLibA_46858	PRKD2	5162	3799
HGLibA_46892	PRLR	9156	11195
HGLibA_46894	PRLR	5071	4630
HGLibA_46944	PROCR	1563	1365
HGLibA_46945	PROCR	3075	4743
HGLibA_47078	PRR16	7916	6629
HGLibA_47079	PRR16	10045	8739
HGLibA_47080	PRR16	6709	6660
HGLibA_47216	PRSS35	1521	1378
HGLibA_47218	PRSS35	6156	7420
HGLibA_47294	PSAT1	3248	3211
HGLibA_47295	PSAT1	9132	9595
HGLibA_47296	PSAT1	6319	5673
HGLibA_47306	PSD3	6236	6760
HGLibA_47307	PSD3	1973	1361
HGLibA_47308	PSD3	1183	1008
HGLibA_47315	PSEN2	9389	11811
HGLibA_47316	PSEN2	7113	8782
HGLibA_47317	PSEN2	8427	8312
HGLibA_47372	PSMA6	2187	3157
HGLibA_47374	PSMA6	2408	2784
HGLibA_47384	PSMB10	4727	3382
HGLibA_47385	PSMB10	5628	7444
HGLibA_47386	PSMB10	5094	4289
HGLibA_47387	PSMB11	4120	2052
HGLibA_47388	PSMB11	1639	869
HGLibA_47389	PSMB11	8473	7388
HGLibA_47408	PSMB8	6067	7165
HGLibA_47409	PSMB8	5347	4877
HGLibA_47410	PSMB8	2932	2652
HGLibA_47411	PSMB9	6320	1845
HGLibA_47413	PSMB9	7387	4670
HGLibA_47477	PSME1	5321	4246
HGLibA_47478	PSME1	898	1003
HGLibA_47479	PSME1	2756	2822
HGLibA_47480	PSME2	5942	7182
HGLibA_47481	PSME2	5409	5777
HGLibA_47482	PSME2	11007	11235
HGLibA_47630	PTGFRN	4921	3451
HGLibA_47631	PTGFRN	4932	6491
HGLibA_47632	PTGFRN	6929	5688
HGLibA_47669	PTK2B	1390	985
HGLibA_47670	PTK2B	2970	3256
HGLibA_47671	PTK2B	3880	5153
HGLibA_47678	PTMA	5847	5530
HGLibA_47679	PTMA	4203	4563
HGLibA_47680	PTMA	4400	4819
HGLibA_47783	PTPRD	5766	6285
HGLibA_47784	PTPRD	6491	6637
HGLibA_47810	PTPRN2	6948	7701
HGLibA_47811	PTPRN2	7042	6962
HGLibA_47812	PTPRN2	5615	4680
HGLibA_47813	PTPRO	2498	3104
HGLibA_47814	PTPRO	3718	3845
HGLibA_47815	PTPRO	3330	3440
HGLibA_47828	PTPRU	8876	6451
HGLibA_47829	PTPRU	4696	3873
HGLibA_47830	PTPRU	3031	3242
HGLibA_47834	PTRF	7055	7774
HGLibA_47836	PTRF	5889	5850
HGLibA_47882	PUS1	3239	2281
HGLibA_47884	PUS1	8550	12024
HGLibA_47907	PVRIG	6592	6947
HGLibA_47912	PVRL2	2339	2301
HGLibA_47914	PVRL2	3105	2245
HGLibA_47933	PXDC1	3801	2983
HGLibA_47934	PXDC1	6726	7080
HGLibA_47935	PXDC1	3376	2144
HGLibA_47942	PXK	2331	1970
HGLibA_47943	PXK	6308	7480
HGLibA_47944	PXK	1672	1155
HGLibA_47961	PYCR1	7549	8311
HGLibA_47962	PYCR1	1578	2680
HGLibA_47987	PYHIN1	6566	7087
HGLibA_47989	PYHIN1	4699	6636
HGLibA_48113	RAB19	6769	7862
HGLibA_48114	RAB19	7695	7269
HGLibA_48115	RAB19	3140	1972
HGLibA_48134	RAB24	2629	2175
HGLibA_48135	RAB24	5966	6618
HGLibA_48136	RAB24	2248	1988
HGLibA_48143	RAB27A	1117	618
HGLibA_48144	RAB27A	2945	2174
HGLibA_48145	RAB27A	5534	5455
HGLibA_48167	RAB33A	4319	4510
HGLibA_48168	RAB33A	5439	4531
HGLibA_48169	RAB33A	5998	4730
HGLibA_48188	RAB39A	7727	9376
HGLibA_48189	RAB39A	3754	4250
HGLibA_48190	RAB39A	5662	7162
HGLibA_48233	RAB42	4135	1963
HGLibA_48234	RAB42	6586	6733
HGLibA_48235	RAB42	3900	4143
HGLibA_48285	RABAC1	6599	6083
HGLibA_48286	RABAC1	4352	3173
HGLibA_48299	RABGAP1L	5035	5110
HGLibA_48300	RABGAP1L	3108	4362
HGLibA_48301	RABGAP1L	2989	1907
HGLibA_48395	RAD9A	965	727
HGLibA_48397	RAD9A	612	657
HGLibA_48401	RADIL	4494	3655
HGLibA_48402	RADIL	2546	2647
HGLibA_48403	RADIL	5328	4816
HGLibA_48428	RAI14	5862	5604
HGLibA_48429	RAI14	6865	6697
HGLibA_48430	RAI14	3418	2637
HGLibA_48435	RALA	4500	4512
HGLibA_48436	RALA	2682	3247
HGLibA_48452	RALGDS	3594	3944
HGLibA_48453	RALGDS	5003	5358
HGLibA_48454	RALGDS	3343	3302
HGLibA_48545	RAPGEF5	6473	7261
HGLibA_48546	RAPGEF5	5073	3964
HGLibA_48553	RAPH1	5356	4991
HGLibA_48554	RAPH1	3387	2974
HGLibA_48555	RAPH1	7554	6991
HGLibA_48574	RARRES3	543	169
HGLibA_48575	RARRES3	6816	7654
HGLibA_48576	RARRES3	2739	3062
HGLibA_48598	RASAL1	8092	9805
HGLibA_48599	RASAL1	6877	6870
HGLibA_48600	RASAL1	7365	8400
HGLibA_48602	RASAL2	7281	7331
HGLibA_48603	RASAL2	3379	4395
HGLibA_48619	RASGEF1B	4448	4851
HGLibA_48620	RASGEF1B	3427	3679
HGLibA_48621	RASGEF1B	3891	3118
HGLibA_48637	RASGRP3	8471	9076
HGLibA_48638	RASGRP3	6660	6851
HGLibA_48639	RASGRP3	3644	2983
HGLibA_48646	RASL10A	2436	3159
HGLibA_48647	RASL10A	3737	2666
HGLibA_48648	RASL10A	5144	4433
HGLibA_48649	RASL10B	5383	5939
HGLibA_48650	RASL10B	4462	2716
HGLibA_48651	RASL10B	4003	3688
HGLibA_48670	RASSF4	4823	5000
HGLibA_48671	RASSF4	3078	3586
HGLibA_48672	RASSF4	5512	9481
HGLibA_48736	RBCK1	1490	2089
HGLibA_48737	RBCK1	7930	6070
HGLibA_48751	RBKS	1971	2094
HGLibA_48753	RBKS	7794	8878
HGLibA_48763	RBM11	5323	5448
HGLibA_48764	RBM11	5169	5372
HGLibA_48765	RBM11	972	247
HGLibA_48805	RBM25	4687	3362
HGLibA_48806	RBM25	4827	4539
HGLibA_48807	RBM25	1262	1203
HGLibA_48841	RBM43	5589	5511
HGLibA_48842	RBM43	1516	1522
HGLibA_48877	RBMS2	6043	5541
HGLibA_48878	RBMS2	7649	7271
HGLibA_48879	RBMS2	6523	6085
HGLibA_49033	RDH16	4319	3775
HGLibA_49034	RDH16	5289	5554
HGLibA_49035	RDH16	4137	3209
HGLibA_49048	REC8	3863	3380
HGLibA_49049	REC8	9245	9293
HGLibA_49050	REC8	4051	3010
HGLibA_49069	REEP3	6436	4647
HGLibA_49070	REEP3	3087	3989
HGLibA_49071	REEP3	3740	3416
HGLibA_49159	RET	8215	7689
HGLibA_49160	RET	3111	2737
HGLibA_49161	RET	2407	2257
HGLibA_49226	RFPL4A	9682	8482
HGLibA_49227	RFPL4A	5652	6184
HGLibA_49282	RGAG4	4730	6094
HGLibA_49283	RGAG4	6665	6103
HGLibA_49284	RGAG4	11076	12103
HGLibA_49288	RGL1	6768	4544
HGLibA_49289	RGL1	8216	8018
HGLibA_49290	RGL1	7233	5285
HGLibA_49297	RGL4	2194	3789
HGLibA_49298	RGL4	4465	4662
HGLibA_49299	RGL4	3600	2744
HGLibA_49336	RGS1	7527	7507
HGLibA_49337	RGS1	6321	5832
HGLibA_49338	RGS1	5778	5639
HGLibA_49348	RGS13	6243	7712
HGLibA_49349	RGS13	2809	2528
HGLibA_49350	RGS13	4306	4030
HGLibA_49355	RGS16	8651	8422
HGLibA_49356	RGS16	4417	5896
HGLibA_49369	RGS20	1754	1325
HGLibA_49370	RGS20	5254	6426
HGLibA_49371	RGS20	6878	7056
HGLibA_49375	RGS22	8705	8803
HGLibA_49376	RGS22	1582	3384
HGLibA_49377	RGS22	7531	7969
HGLibA_49429	RHBDL3	2773	3302
HGLibA_49430	RHBDL3	2850	2918
HGLibA_49431	RHBDL3	1412	800
HGLibA_49456	RHOB	5555	5573
HGLibA_49457	RHOB	4187	6201
HGLibA_49458	RHOB	6699	6881
HGLibA_49474	RHOF	3367	3232
HGLibA_49475	RHOF	7698	8086
HGLibA_49476	RHOF	5435	8429
HGLibA_49510	RHPN1	2863	1904
HGLibA_49511	RHPN1	2663	2208
HGLibA_49512	RHPN1	939	864
HGLibA_49531	RIF1	2740	2704
HGLibA_49532	RIF1	1712	1733
HGLibA_49533	RIF1	2316	2252
HGLibA_49549	RIMBP3	9920	10359
HGLibA_49550	RIMBP3	5602	4784
HGLibA_49570	RIMS3	3120	3533
HGLibA_49571	RIMS3	4050	3906
HGLibA_49579	RIN2	1682	1686
HGLibA_49580	RIN2	7080	10272
HGLibA_49581	RIN2	4612	4554
HGLibA_49603	RIPK1	2201	2341
HGLibA_49604	RIPK1	4364	4752
HGLibA_49605	RIPK1	9223	10662
HGLibA_49606	RIPK2	3795	2923
HGLibA_49607	RIPK2	3737	3726
HGLibA_49608	RIPK2	4040	2929
HGLibA_49609	RIPK3	5455	4901
HGLibA_49610	RIPK3	7197	5556
HGLibA_49611	RIPK3	3814	3272
HGLibA_49660	RMI1	1819	2547
HGLibA_49661	RMI1	5192	4680
HGLibA_49662	RMI1	3469	3279
HGLibA_49663	RMI2	4365	3520
HGLibA_49664	RMI2	6266	7291
HGLibA_49665	RMI2	2053	1908
HGLibA_49696	RNASE4	3750	2356
HGLibA_49697	RNASE4	2034	2358
HGLibA_49698	RNASE4	5366	4928
HGLibA_49699	RNASE6	3598	3546
HGLibA_49700	RNASE6	4528	4048
HGLibA_49701	RNASE6	6098	5443
HGLibA_49726	RNASEL	4066	4001
HGLibA_49727	RNASEL	4397	5605
HGLibA_49728	RNASEL	5655	5231
HGLibA_49738	RND3	3944	3114
HGLibA_49739	RND3	5967	4426
HGLibA_49740	RND3	4576	2457
HGLibA_49765	RNF114	3507	3853
HGLibA_49766	RNF114	3989	3355
HGLibA_49767	RNF114	5434	4661
HGLibA_49816	RNF144B	2422	3295
HGLibA_49817	RNF144B	4660	5648
HGLibA_49818	RNF144B	3989	3633
HGLibA_49892	RNF19B	795	486
HGLibA_49893	RNF19B	5096	4304
HGLibA_49909	RNF213	4633	2843
HGLibA_49910	RNF213	4488	5454
HGLibA_49911	RNF213	2434	3942
HGLibA_49930	RNF222	4618	4081
HGLibA_49931	RNF222	6228	6248
HGLibA_49940	RNF24	3869	2511
HGLibA_49941	RNF24	4400	3216
HGLibA_49954	RNF34	2741	2938
HGLibA_49955	RNF34	6649	6203
HGLibA_49956	RNF34	7786	7254
HGLibA_50185	RPL22	2982	3886
HGLibA_50186	RPL22	8164	9619
HGLibA_50187	RPL22	4010	6486
HGLibA_50272	RPL41	5687	4129
HGLibA_50273	RPL41	1529	1473
HGLibA_50529	RRBP1	1948	2091
HGLibA_50530	RRBP1	1646	1205
HGLibA_50531	RRBP1	7316	5951
HGLibA_50535	RRH	4303	5127
HGLibA_50536	RRH	4871	5839
HGLibA_50537	RRH	6765	7566
HGLibA_50586	RSAD2	6010	3950
HGLibA_50587	RSAD2	632	839
HGLibA_50628	RSPH9	2599	2727
HGLibA_50629	RSPH9	6689	8198
HGLibA_50630	RSPH9	4845	3695
HGLibA_50661	RTCB	4795	5102
HGLibA_50662	RTCB	3417	3229
HGLibA_50663	RTCB	4846	4667
HGLibA_50688	RTN2	5870	6416
HGLibA_50690	RTN2	1750	2457
HGLibA_50718	RTP4	5905	5863
HGLibA_50720	RTP4	7068	5554
HGLibA_50781	RXFP1	1340	1399
HGLibA_50782	RXFP1	7228	9160
HGLibA_50783	RXFP1	4785	4696
HGLibA_50838	S100A2	6527	6753
HGLibA_50839	S100A2	8628	8463
HGLibA_50840	S100A2	5225	4915
HGLibA_50859	S100A8	4731	5968
HGLibA_50861	S100A8	5521	7695
HGLibA_50886	S1PR3	6084	7629
HGLibA_50887	S1PR3	5317	3717
HGLibA_50888	S1PR3	4611	4233
HGLibA_50895	SAA1	6798	6023
HGLibA_50896	SAA1	6585	5218
HGLibA_50970	SAMD4A	4647	4206
HGLibA_50971	SAMD4A	1935	879
HGLibA_50972	SAMD4A	7671	6385
HGLibA_50985	SAMD9	3578	4110
HGLibA_50986	SAMD9	8912	9249
HGLibA_50987	SAMD9	7339	6911
HGLibA_50988	SAMD9L	3003	2650
HGLibA_50989	SAMD9L	5550	7161
HGLibA_50991	SAMHD1	4508	4081
HGLibA_50992	SAMHD1	7135	4540
HGLibA_50993	SAMHD1	1727	920
HGLibA_50997	SAMSN1	8313	7433
HGLibA_50998	SAMSN1	5723	5656
HGLibA_50999	SAMSN1	4109	5284
HGLibA_51054	SASS6	5081	2864
HGLibA_51055	SASS6	320	377
HGLibA_51056	SASS6	5035	4276
HGLibA_51057	SAT1	7512	7442
HGLibA_51058	SAT1	8607	7343
HGLibA_51059	SAT1	3134	4686
HGLibA_51135	SCAMP5	6942	4116
HGLibA_51136	SCAMP5	5941	6944
HGLibA_51137	SCAMP5	6770	6779
HGLibA_51141	SCAND3	7119	6942
HGLibA_51142	SCAND3	10319	7704
HGLibA_51159	SCARB2	3767	3043
HGLibA_51160	SCARB2	2790	1126
HGLibA_51161	SCARB2	4167	4045
HGLibA_51189	SCG3	3297	2077
HGLibA_51190	SCG3	6245	6604
HGLibA_51191	SCG3	6529	6267
HGLibA_51210	SCGB2A1	5621	5662
HGLibA_51211	SCGB2A1	6881	5609
HGLibA_51212	SCGB2A1	2530	2363
HGLibA_51231	SCIMP	4244	5630
HGLibA_51232	SCIMP	3152	2349
HGLibA_51233	SCIMP	1756	1650
HGLibA_51235	SCIN	2967	3762
HGLibA_51236	SCIN	3498	3335
HGLibA_51237	SCLT1	4134	2843
HGLibA_51238	SCLT1	3360	2938
HGLibA_51282	SCN4B	4149	6506
HGLibA_51283	SCN4B	3899	3508
HGLibA_51284	SCN4B	4670	2711
HGLibA_51285	SCN5A	3519	4002
HGLibA_51286	SCN5A	4104	3202
HGLibA_51287	SCN5A	2316	2626
HGLibA_51315	SCO2	3932	3330
HGLibA_51316	SCO2	3764	3078
HGLibA_51317	SCO2	4033	3301
HGLibA_51387	SDC2	6631	9035
HGLibA_51389	SDC2	8380	8048
HGLibA_51390	SDC3	6496	5672
HGLibA_51391	SDC3	3484	2852
HGLibA_51392	SDC3	3357	4554
HGLibA_51393	SDC4	2981	2952
HGLibA_51394	SDC4	3413	4200
HGLibA_51395	SDC4	4109	3443
HGLibA_51460	SDS	4415	3170
HGLibA_51461	SDS	3439	1965
HGLibA_51480	SEC14L2	5191	5017
HGLibA_51481	SEC14L2	2800	3848
HGLibA_51482	SEC14L2	5057	5042
HGLibA_51483	SEC14L3	2328	3646
HGLibA_51484	SEC14L3	2204	1586
HGLibA_51485	SEC14L3	5415	5684
HGLibA_51525	SEC24D	2967	2984
HGLibA_51526	SEC24D	8568	7154
HGLibA_51527	SEC24D	4040	2599
HGLibA_51546	SEC62	4294	4305
HGLibA_51547	SEC62	4300	5977
HGLibA_51548	SEC62	10931	11944
HGLibA_51558	SECTM1	5138	4286
HGLibA_51559	SECTM1	1214	456
HGLibA_51560	SECTM1	5462	4983
HGLibA_51583	SELL	3847	4136
HGLibA_51584	SELL	6384	7487
HGLibA_51609	SEMA3B	3820	3457
HGLibA_51610	SEMA3B	2922	3298
HGLibA_51611	SEMA3B	3308	4008
HGLibA_51636	SEMA4D	10321	10456
HGLibA_51637	SEMA4D	2494	3393
HGLibA_51638	SEMA4D	2824	2681
HGLibA_51642	SEMA4G	7766	7077
HGLibA_51643	SEMA4G	7545	6679
HGLibA_51644	SEMA4G	3951	4457
HGLibA_51651	SEMA6A	3796	2455
HGLibA_51652	SEMA6A	3788	4609
HGLibA_51653	SEMA6A	4138	4716
HGLibA_51654	SEMA6B	3338	5380
HGLibA_51655	SEMA6B	2576	2905
HGLibA_51656	SEMA6B	7730	9054
HGLibA_51660	SEMA6D	7131	6608
HGLibA_51661	SEMA6D	4949	5144
HGLibA_51662	SEMA6D	6327	5174
HGLibA_51690	SENP8	10165	10750
HGLibA_51691	SENP8	1176	1139
HGLibA_51726	42981	7090	7520
HGLibA_51727	42981	6788	7007
HGLibA_51729	42982	6067	5069
HGLibA_51730	42982	6432	8039
HGLibA_51731	42982	3327	5917
HGLibA_51774	SERINC2	5677	7577
HGLibA_51775	SERINC2	4714	4472
HGLibA_51776	SERINC2	8595	7246
HGLibA_51834	SERPINB2	2625	2073
HGLibA_51835	SERPINB2	2546	3178
HGLibA_51836	SERPINB2	2151	3802
HGLibA_51849	SERPINB7	3398	2896
HGLibA_51850	SERPINB7	6047	5309
HGLibA_51851	SERPINB7	3868	5197
HGLibA_51855	SERPINB9	5892	6441
HGLibA_51856	SERPINB9	8476	9963
HGLibA_51857	SERPINB9	5926	5851
HGLibA_51864	SERPINE1	6562	5190
HGLibA_51866	SERPINE1	327	15
HGLibA_51873	SERPINF1	4695	3879
HGLibA_51874	SERPINF1	4673	4889
HGLibA_51875	SERPINF1	3047	2911
HGLibA_51879	SERPING1	1420	2018
HGLibA_51880	SERPING1	2569	1672
HGLibA_51881	SERPING1	4697	4479
HGLibA_51891	SERTAD1	1972	2023
HGLibA_51892	SERTAD1	3799	3122
HGLibA_51893	SERTAD1	4692	3697
HGLibA_52041	SFT2D2	1614	1253
HGLibA_52042	SFT2D2	3783	4553
HGLibA_52043	SFT2D2	3359	3468
HGLibA_52101	SGIP1	2147	3321
HGLibA_52102	SGIP1	620	864
HGLibA_52103	SGIP1	1262	1553
HGLibA_52140	SGPP2	6932	4536
HGLibA_52141	SGPP2	6944	7425
HGLibA_52142	SGPP2	4606	7051
HGLibA_52329	SHISA5	7020	5626
HGLibA_52330	SHISA5	6220	5939
HGLibA_52331	SHISA5	4492	3103
HGLibA_52362	SHOX2	903	870
HGLibA_52363	SHOX2	7558	7996
HGLibA_52364	SHOX2	1301	1745
HGLibA_52398	SIAH3	3000	2762
HGLibA_52399	SIAH3	6327	6232
HGLibA_52400	SIAH3	9311	7823
HGLibA_52410	SIGLEC1	1358	1560
HGLibA_52411	SIGLEC1	189	0
HGLibA_52412	SIGLEC1	2820	3323
HGLibA_52449	SIK1	6620	7638
HGLibA_52450	SIK1	3669	2811
HGLibA_52451	SIK1	4702	5332
HGLibA_52488	SIRPA	3895	2408
HGLibA_52489	SIRPA	4182	4691
HGLibA_52490	SIRPA	5015	4087
HGLibA_52539	SIX4	4485	3267
HGLibA_52540	SIX4	5320	6379
HGLibA_52541	SIX4	4314	5223
HGLibA_52566	SKIDA1	9250	7316
HGLibA_52567	SKIDA1	7633	7270
HGLibA_52568	SKIDA1	5541	4732
HGLibA_52569	SKIL	7927	7080
HGLibA_52570	SKIL	4397	4425
HGLibA_52571	SKIL	5846	5517
HGLibA_52599	SLAMF1	3171	2787
HGLibA_52600	SLAMF1	6099	5872
HGLibA_52601	SLAMF1	10948	12089
HGLibA_52605	SLAMF7	4556	3210
HGLibA_52606	SLAMF7	8252	9784
HGLibA_52608	SLAMF8	5303	5910
HGLibA_52609	SLAMF8	8711	10314
HGLibA_52610	SLAMF8	2974	3031
HGLibA_52611	SLAMF9	8225	8258
HGLibA_52612	SLAMF9	1561	2349
HGLibA_52613	SLAMF9	3417	2550
HGLibA_52665	SLC12A8	3048	2735
HGLibA_52666	SLC12A8	3110	3252
HGLibA_52667	SLC12A8	912	1127
HGLibA_52698	SLC15A3	9928	12279
HGLibA_52699	SLC15A3	6872	8325
HGLibA_52700	SLC15A3	5878	6075
HGLibA_52704	SLC16A1	6594	4418
HGLibA_52705	SLC16A1	5550	3950
HGLibA_52716	SLC16A13	5595	5611
HGLibA_52717	SLC16A13	5498	5094
HGLibA_52718	SLC16A13	5535	5918
HGLibA_52725	SLC16A3	8189	10904
HGLibA_52726	SLC16A3	4612	3552
HGLibA_52727	SLC16A3	3908	2834
HGLibA_52728	SLC16A4	7420	7843
HGLibA_52729	SLC16A4	5455	3489
HGLibA_52730	SLC16A4	10453	10807
HGLibA_52782	SLC18B1	4855	6011
HGLibA_52783	SLC18B1	1525	1098
HGLibA_52784	SLC18B1	2414	2526
HGLibA_52794	SLC1A1	4606	2417
HGLibA_52795	SLC1A1	4321	3693
HGLibA_52796	SLC1A1	8416	9214
HGLibA_52800	SLC1A3	2475	2754
HGLibA_52801	SLC1A3	4686	4495
HGLibA_52803	SLC1A4	3868	4483
HGLibA_52804	SLC1A4	3404	4184
HGLibA_52805	SLC1A4	4257	3944
HGLibA_52896	SLC23A2	5585	6775
HGLibA_52897	SLC23A2	6722	6180
HGLibA_52898	SLC23A2	4651	5539
HGLibA_52899	SLC23A3	8059	5087
HGLibA_52900	SLC23A3	4409	2893
HGLibA_52901	SLC23A3	3046	2198
HGLibA_52908	SLC24A3	2867	4306
HGLibA_52909	SLC24A3	2751	3413
HGLibA_52910	SLC24A3	6786	7639
HGLibA_52950	SLC25A19	3172	3209
HGLibA_52951	SLC25A19	1281	1947
HGLibA_52952	SLC25A19	3131	2694
HGLibA_52980	SLC25A28	1901	2039
HGLibA_52981	SLC25A28	5024	6409
HGLibA_52982	SLC25A28	2402	1862
HGLibA_52989	SLC25A30	4360	4633
HGLibA_52990	SLC25A30	1130	1209
HGLibA_52991	SLC25A30	6564	9555
HGLibA_53059	SLC25A53	4537	5901
HGLibA_53060	SLC25A53	4711	5445
HGLibA_53103	SLC27A2	1395	1517
HGLibA_53104	SLC27A2	2501	3556
HGLibA_53105	SLC27A2	4098	4477
HGLibA_53121	SLC28A2	5578	6620
HGLibA_53122	SLC28A2	1777	533
HGLibA_53123	SLC28A2	1892	2547
HGLibA_53154	SLC2A14	2640	1133
HGLibA_53156	SLC2A14	6221	6879
HGLibA_53160	SLC2A3	1902	1977
HGLibA_53161	SLC2A3	3050	3884
HGLibA_53162	SLC2A3	998	613
HGLibA_53169	SLC2A5	8267	7229
HGLibA_53170	SLC2A5	4642	3925
HGLibA_53171	SLC2A5	6498	6667
HGLibA_53237	SLC35A2	5432	4467
HGLibA_53238	SLC35A2	4003	3869
HGLibA_53239	SLC35A2	5258	5839
HGLibA_53285	SLC35E4	8354	6122
HGLibA_53286	SLC35E4	9325	12267
HGLibA_53287	SLC35E4	6563	6436
HGLibA_53297	SLC35F5	3694	3178
HGLibA_53298	SLC35F5	2819	3180
HGLibA_53299	SLC35F5	4253	5173
HGLibA_53333	SLC37A2	6797	8291
HGLibA_53334	SLC37A2	4449	4324
HGLibA_53335	SLC37A2	4071	3930
HGLibA_53354	SLC38A3	5753	5713
HGLibA_53355	SLC38A3	4225	4534
HGLibA_53356	SLC38A3	4174	3948
HGLibA_53360	SLC38A5	1459	2402
HGLibA_53361	SLC38A5	3593	3402
